Price,Close,High,Low,Open,Volume
Ticker,JPM,JPM,JPM,JPM,JPM
Date,,,,,
2010-01-04,28.690961837768555,28.784703418540698,27.900872107781748,27.981222034157867,35460500
2010-01-05,29.246694564819336,29.353825211224695,28.644083082416653,28.650780184552286,41208300
2010-01-06,29.407379150390625,29.52120685981049,28.99894545735343,29.092684421466725,27729000
2010-01-07,29.989919662475586,30.21087554095391,29.199830052505288,29.320352369564926,44864700
2010-01-08,29.916257858276367,29.929649506612417,29.514518624977846,29.708691140361204,33110100
2010-01-11,29.815828323364258,30.257742598759094,29.668525267696854,30.210873096383605,31878700
2010-01-12,29.119476318359375,29.561390532778766,28.751212344513245,29.454259891531517,47109600
2010-01-13,29.628337860107422,29.815815790806305,28.70433474387178,29.15964047916498,39622000
2010-01-14,29.922958374023438,29.98991662905973,29.527913608996222,29.594871864032516,37938300
2010-01-15,29.246694564819336,29.748869948756212,29.019041621933443,29.661825500365584,69738500
2010-01-19,28.978870391845703,29.29356782352124,28.724436670342822,29.05922030261164,41731500
2010-01-20,29.059213638305664,29.246691612038013,28.597210697042616,28.79808031949811,39934400
2010-01-21,27.14426040649414,28.891831561613582,26.99695477527436,28.818178746003692,137547700
2010-01-22,26.22024917602539,27.586166758580788,25.992596245599493,27.21790534135547,106634900
2010-01-25,26.253732681274414,26.709038640267405,26.00599350053298,26.621994177878495,56572200
2010-01-26,25.738149642944336,26.67554428552335,25.631019045580583,26.113108010814926,52975300
2010-01-27,26.334077835083008,26.441208479354295,25.490421776525068,25.677899765450817,66314300
2010-01-28,26.434518814086914,26.809477451620303,25.925648749188582,26.568432795648608,65047400
2010-01-29,26.07294273376465,26.68224871080792,25.979203745634276,26.548337330162166,53649000
2010-02-01,26.53495979309082,26.735829525081925,26.079653705005796,26.180087293902737,37408200
2010-02-02,27.150949478149414,27.23799392941728,26.581818379220227,26.64877407761325,45968500
2010-02-03,26.976869583129883,27.51921751076212,26.896519660801804,27.171044730794236,37373300
2010-02-04,25.677900314331055,26.7291205818998,25.67790031433106,26.64207868757858,57211800
2010-02-05,25.644428253173828,26.03277853096702,24.79407743674081,25.872081247763745,75224100
2010-02-08,25.24268913269043,25.63773396395358,24.988252829284495,25.63773396395358,58321000
2010-02-09,25.70468521118164,25.912251969248018,25.33642375038976,25.570771256112888,45173500
2010-02-10,26.02606964111328,26.447897583570285,25.79172220319023,25.872069531307346,39331800
2010-02-11,26.126523971557617,26.36087157321978,25.684609526853762,26.006001618074993,33830600
2010-02-12,26.079647064208984,26.23364723799487,25.684602251733338,25.89216648178552,38051100
2010-02-16,26.82954978942871,26.876419275623736,25.945721543757635,26.334071634168332,46425300
2010-02-17,26.80946922302246,27.08399165157656,26.621988684700565,26.956772258751705,34644100
2010-02-18,27.057212829589844,27.12416853380032,26.628690192571465,26.74251540056855,31809500
2010-02-19,26.802770614624023,27.251381906818285,26.715728729284397,26.856337209475324,40290200
