Price,Close,High,Low,Open,Volume
Ticker,V,V,V,V,V
Date,,,,,
2010-01-04,19.719207763671875,19.860154516754683,19.5670740288185,19.687886262986808,20180000
2010-01-05,19.493240356445312,19.582731072991805,19.240430661077905,19.53127506313065,25833600
2010-01-06,19.231489181518555,19.48206294761407,19.21806616603109,19.466402193913986,16254000
2010-01-07,19.41046142578125,19.464155169007,19.139753265614214,19.23371774298261,27841200
2010-01-08,19.464155197143555,19.551408170096526,19.291886988385805,19.4238844629427,11907200
2010-01-11,19.408226013183594,19.674460437841265,19.27846455352746,19.57825821180565,12912000
2010-01-12,19.316495895385742,19.475342807081674,19.20687066807845,19.370191347322415,12842000
2010-01-13,19.495471954345703,19.50889496018787,19.229237625856662,19.34333829619381,13428800
2010-01-14,19.562599182128906,19.58273369993377,19.3522962260674,19.457447704098154,18379600
2010-01-15,19.27175521850586,19.584971922748316,19.222535231238567,19.57154891054586,21295200
2010-01-19,19.654325485229492,19.779613185050923,19.17331432396223,19.278465799552475,15239600
2010-01-20,19.55811882019043,19.629711043764967,19.309782921283357,19.616288035248882,12771200
2010-01-21,18.893653869628906,19.66550934261907,18.81982561089051,19.564831651241207,28140800
2010-01-22,18.50885009765625,18.88023431723211,18.264987904767306,18.79969283213977,29776400
2010-01-25,18.35223960876465,18.75047153107463,18.21353061063943,18.658744778142815,16147200
2010-01-26,18.155357360839844,18.466336229304424,18.11956039706884,18.200101858660418,12437600
2010-01-27,18.772842407226562,18.822060674894225,18.03454620259905,18.094951448809933,19335200
2010-01-28,18.490951538085938,18.9003704678853,18.213531816573735,18.873522737328503,13070800
2010-01-29,18.35223960876465,19.012232192714382,18.31644434395263,18.479763333402044,20281600
2010-02-01,18.716920852661133,18.960781410788616,18.39027934044969,18.41041557112577,16098000
2010-02-02,18.795217514038086,18.898131246082777,18.6811168017499,18.851149001468475,14441600
2010-02-03,18.68558692932129,18.902601331374676,18.367896552264654,18.84666985484105,32197600
2010-02-04,18.58043670654297,19.28069816014631,18.524505231456317,19.07263300454824,66486800
2010-02-05,18.470809936523438,18.761654292095,18.018884365183457,18.640842100098805,38687200
2010-02-08,18.58043670654297,18.877990856765155,18.470809786410054,18.546877480112347,23966800
2010-02-09,18.62965965270996,18.822064111913292,18.502135925739715,18.72362585170929,17968000
2010-02-10,18.740570068359375,18.8010678448268,18.572523348442623,18.706960382484098,14572800
2010-02-11,19.0766658782959,19.092350172391708,18.653188228249192,18.7741820867568,18044800
2010-02-12,18.996004104614258,19.03185489803188,18.742814286576984,18.933266925593333,22114800
2010-02-16,19.24247169494629,19.25591659676676,19.090109246839912,19.096832552480077,16065600
2010-02-17,19.363460540771484,19.390348627990402,19.215580334715984,19.271595900994164,14976800
2010-02-18,19.48445701599121,19.594247062162562,19.269357417397284,19.269357417397284,15289200
2010-02-19,19.45085334777832,19.48894524899682,19.155091094521623,19.269363379256767,13672000
2010-02-22,19.4732608795166,19.663713547061104,19.450853275544162,19.504629473725803,11572800
2010-02-23,19.296245574951172,19.625615714603438,19.28280067473908,19.49790027407633,19129200
2010-02-24,19.186452865600586,19.40603465725113,18.989278670036917,19.318650502782948,16210000
2010-02-25,19.096830368041992,19.143883245381723,18.762976313956823,18.989279713079995,14140800
2010-02-26,19.108036041259766,19.206624017678383,19.049779354334223,19.175255426901547,12476400
2010-03-01,19.453086853027344,19.479974941717366,19.108030740739878,19.15732471527516,13495200
2010-03-02,19.37018585205078,19.488940311293586,19.325374074213318,19.453089521455816,12901200
2010-03-03,19.448612213134766,19.54047688558691,19.32313613760936,19.40379871849711,13658000
2010-03-04,19.502389907836914,19.594254595412355,19.29849231995384,19.493427207433893,14576800
2010-03-05,19.831750869750977,19.842952956938934,19.515822266457636,19.583041627422837,19503600
2010-03-08,20.306760787963867,20.373980145707755,19.737642476632598,19.81830502214155,31258400
2010-03-09,20.199216842651367,20.539790789115326,20.134238570015146,20.221622730932204,36690800
2010-03-10,20.50617790222168,20.571156164718822,20.064776672639454,20.107347340892495,28438800
2010-03-11,20.779537200927734,20.90053104793233,20.34485750182939,20.382947682517962,55125200
2010-03-12,20.89380645751953,20.9789495038177,20.759369438826845,20.87588106583799,28641200
2010-03-15,20.70560073852539,20.871406384098112,20.416560127652723,20.808669205203564,20734000
2010-03-16,20.535316467285156,20.81763553096397,20.468097072779653,20.766100433915057,19068000
2010-03-17,20.503938674926758,20.705595058526114,20.443440905117228,20.640616795507462,14785200
2010-03-18,20.194740295410156,20.57340623841299,20.183538202862135,20.50170635015697,18766000
2010-03-19,19.905702590942383,20.33366259108642,19.87209459885604,19.905702590942383,24224000
2010-03-22,19.99532127380371,20.109593537456405,19.757815757881524,19.804868640689133,16674400
2010-03-23,20.1611328125,20.232832702549107,19.99756653017473,20.053582122696227,13516400
2010-03-24,19.885536193847656,20.152170972657245,19.849685392562876,20.075988874657238,15611600
2010-03-25,20.257471084594727,20.564435307007347,20.05133249259576,20.093904871833505,20353600
2010-03-26,20.221628189086914,20.445690551292863,20.087191113655376,20.32917887510824,13536000
2010-03-29,20.219375610351562,20.425514165767055,20.19696972874052,20.293316558181278,11134400
2010-03-30,20.389667510986328,20.577879005931777,20.241785585421013,20.270914775919383,16330800
2010-03-31,20.396392822265625,20.65854532775997,20.282120559821994,20.322451846010342,12504400
2010-04-01,20.73696517944336,20.743686774485955,20.459126714979114,20.542030375910155,17464400
2010-04-05,20.719036102294922,20.882600584113234,20.636132456105017,20.848992614876096,15363200
2010-04-06,20.703357696533203,20.911735712312204,20.571160045284714,20.620454026785513,13813600
2010-04-07,20.32469367980957,20.725765454276157,20.30676828320036,20.725765454276157,14750400
2010-04-08,20.49945640563965,20.631654032581622,20.277635239130948,20.31348602252519,10770000
2010-04-09,20.73024559020996,20.75041208841156,20.535312461200473,20.600290740690262,9567200
2010-04-12,20.880367279052734,20.94758494658009,20.725763737658212,20.84899869231468,9323200
2010-04-13,20.790739059448242,21.01480133829632,20.64958043917938,20.92965828773948,11436000
2010-04-14,21.1201114654541,21.16044274513765,20.806423924522004,20.873643293814443,17329200
2010-04-15,21.162689208984375,21.3441808829381,21.04617753399766,21.14252441713404,20639200
2010-04-16,21.028244018554688,21.265751190812107,20.792979657139607,21.07977909360341,18766400
2010-04-19,20.86467933654785,21.10218479730015,20.631654369063188,20.88260301907785,12586400
2010-04-20,21.073057174682617,21.08201816115719,20.725759972441704,20.98343192480179,9090400
