Date,Open,High,Low,Close,Volume
1980-12-12 00:00:00-05:00,0.09859664738178253,0.09902530466742138,0.09859664738178253,0.09859664738178253,469033600
1980-12-15 00:00:00-05:00,0.0938814311544868,0.0938814311544868,0.09345277398824692,0.09345277398824692,175884800
1980-12-16 00:00:00-05:00,0.08702216750482587,0.08702216750482587,0.08659351617097855,0.08659351617097855,105728000
1980-12-17 00:00:00-05:00,0.08873682469129562,0.08916548194383776,0.08873682469129562,0.08873682469129562,86441600
1980-12-18 00:00:00-05:00,0.09130951017141342,0.09173816163687441,0.09130951017141342,0.09130951017141342,73449600
1980-12-19 00:00:00-05:00,0.09688200056552887,0.09731065772232218,0.09688200056552887,0.09688200056552887,48630400
1980-12-22 00:00:00-05:00,0.10159724205732346,0.1020266663162583,0.10159724205732346,0.10159724205732346,37363200
1980-12-23 00:00:00-05:00,0.10588452965021133,0.10631318688423005,0.10588452965021133,0.10588452965021133,46950400
1980-12-24 00:00:00-05:00,0.11145707219839096,0.1118857295587375,0.11145707219839096,0.11145707219839096,48003200
1980-12-26 00:00:00-05:00,0.12174544483423233,0.12217410183445128,0.12174544483423233,0.12174544483423233,55574400
1980-12-29 00:00:00-05:00,0.1234601214528084,0.12388877866157386,0.1234601214528084,0.12346012145280838,93161600
1980-12-30 00:00:00-05:00,0.12088817995521006,0.12088817995521006,0.12045953422784805,0.12045953422784805,68880000
1980-12-31 00:00:00-05:00,0.11745891998676493,0.11745891998676493,0.11703026294708252,0.11703026294708252,35750400
1981-01-02 00:00:00-05:00,0.11831627786159514,0.11917359234124465,0.11831627786159514,0.11831627786159515,21660800
1981-01-05 00:00:00-05:00,0.11617298315871073,0.11617298315871073,0.11574433743953705,0.11574433743953705,35728000
1981-01-06 00:00:00-05:00,0.11102833132236825,0.11102833132236825,0.11059967428445816,0.11059967428445816,45158400
1981-01-07 00:00:00-05:00,0.10631318688423005,0.10631318688423005,0.10588452965021133,0.10588452965021133,55686400
1981-01-08 00:00:00-05:00,0.10416990413675847,0.10416990413675847,0.10374125838279724,0.10374125838279724,39827200
1981-01-09 00:00:00-05:00,0.10931380093097687,0.10974245830735105,0.10931380093097687,0.10931380093097687,21504000
1981-01-12 00:00:00-05:00,0.10931376565070666,0.10931376565070666,0.10845646262168884,0.10845646262168884,23699200
1981-01-13 00:00:00-05:00,0.1050272016701722,0.1050272016701722,0.10459854453802109,0.10459854453802109,23049600
1981-01-14 00:00:00-05:00,0.10502723604440689,0.1054558933168527,0.10502723604440689,0.10502723604440689,14291200
1981-01-15 00:00:00-05:00,0.1071704775094986,0.1080277803397694,0.1071704775094986,0.1071704775094986,14067200
1981-01-16 00:00:00-05:00,0.10674182616445227,0.10674182616445227,0.10631316900253296,0.10631316900253296,13395200
1981-01-19 00:00:00-05:00,0.11274297535419464,0.11317163249600483,0.11274297535419464,0.11274297535419464,41574400
1981-01-20 00:00:00-05:00,0.10974245830735105,0.10974245830735105,0.10931380093097687,0.10931380093097687,30083200
1981-01-21 00:00:00-05:00,0.11145707219839096,0.11231437547204262,0.11145707219839096,0.11145707219839096,15904000
1981-01-22 00:00:00-05:00,0.11274297535419464,0.11360028963781503,0.11274297535419464,0.11274297535419464,35548800
1981-01-23 00:00:00-05:00,0.11274300069059469,0.11317165792873575,0.11231434345245361,0.11231434345245361,11222400
1981-01-26 00:00:00-05:00,0.11102833132236825,0.11102833132236825,0.11059967428445816,0.11059967428445816,24640000
1981-01-27 00:00:00-05:00,0.11059972843063347,0.11059972843063347,0.1097424253821373,0.1097424253821373,23699200
1981-01-28 00:00:00-05:00,0.10674182616445227,0.10674182616445227,0.10631316900253296,0.10631316900253296,28156800
1981-01-29 00:00:00-05:00,0.10288394537859036,0.10288394537859036,0.10245528817176819,0.10245528817176819,43904000
1981-01-30 00:00:00-05:00,0.0977393148791155,0.0977393148791155,0.09688200056552887,0.09688200056552887,46188800
1981-02-02 00:00:00-05:00,0.09173816163687441,0.09173816163687441,0.09130951017141342,0.09130951017141342,23766400
1981-02-03 00:00:00-05:00,0.09473875164985657,0.09516740314635914,0.09473875164985657,0.09473875164985657,19152000
1981-02-04 00:00:00-05:00,0.09816798567771912,0.09859663144704275,0.09816798567771912,0.09816798567771912,27865600
1981-02-05 00:00:00-05:00,0.09816798567771912,0.09902528866340396,0.09816798567771912,0.09816798567771912,7929600
1981-02-06 00:00:00-05:00,0.09859664738178253,0.09902530466742138,0.09859664738178253,0.09859664738178253,13865600
1981-02-09 00:00:00-05:00,0.09431008259720856,0.09431008259720856,0.09345277398824692,0.09345277398824692,16755200
1981-02-10 00:00:00-05:00,0.09345277398824692,0.0938814311544868,0.09345277398824692,0.09345277398824692,18345600
1981-02-11 00:00:00-05:00,0.0908808681023852,0.0908808681023852,0.09045221656560898,0.09045221656560898,13843200
1981-02-12 00:00:00-05:00,0.0900235798599436,0.0900235798599436,0.08959415555000305,0.08959415555000305,14560000
1981-02-13 00:00:00-05:00,0.08830820078287947,0.08830820078287947,0.08745089173316956,0.08745089173316956,11155200
1981-02-17 00:00:00-05:00,0.08959415555000305,0.0900235798599436,0.08959415555000305,0.08959415555000305,12275200
1981-02-18 00:00:00-05:00,0.09345277398824692,0.09431008259720856,0.09345277398824692,0.09345277398824692,19241600
1981-02-19 00:00:00-05:00,0.08830812851667405,0.08830812851667405,0.0878794714808464,0.0878794714808464,22310400
1981-02-20 00:00:00-05:00,0.08359297664301059,0.08359297664301059,0.08316431939601898,0.08316431939601898,24371200
1981-02-23 00:00:00-05:00,0.08445027470588684,0.08487893192758005,0.08445027470588684,0.08445027470588684,14112000
1981-02-24 00:00:00-05:00,0.08230701868710127,0.08230701868710127,0.0814497098326683,0.0814497098326683,16979200
1981-02-25 00:00:00-05:00,0.08659351617097855,0.08702216750482587,0.08659351617097855,0.08659351617097855,19488000
1981-02-26 00:00:00-05:00,0.0878794714808464,0.08830812851667405,0.0878794714808464,0.0878794714808464,10841600
1981-02-27 00:00:00-05:00,0.0908808559179306,0.0917381646000625,0.0908808559179306,0.0908808559179306,14761600
1981-03-02 00:00:00-05:00,0.09130951017141342,0.09173816163687441,0.09130951017141342,0.09130951017141342,11760000
1981-03-03 00:00:00-05:00,0.09045220461462429,0.09045220461462429,0.09002354741096497,0.09002354741096497,16172800
1981-03-04 00:00:00-05:00,0.08959410800018881,0.08959410800018881,0.08916545659303665,0.08916545659303665,13708800
1981-03-05 00:00:00-05:00,0.08916548194383776,0.08916548194383776,0.08873682469129562,0.08873682469129562,5376000
1981-03-06 00:00:00-05:00,0.08873677982898533,0.08873677982898533,0.0878794714808464,0.0878794714808464,11603200
1981-03-09 00:00:00-05:00,0.08144970713042077,0.08144970713042077,0.08102105557918549,0.08102105557918549,15321600
1981-03-10 00:00:00-05:00,0.07759104396863138,0.07759104396863138,0.07716239243745804,0.07716239243745804,28380800
1981-03-11 00:00:00-05:00,0.0750190913464739,0.0750190913464739,0.07416178286075592,0.07416178286075592,29859200
1981-03-12 00:00:00-05:00,0.07716239243745804,0.07759104396863138,0.07716239243745804,0.07716239243745804,59248000
1981-03-13 00:00:00-05:00,0.0767337279707975,0.0767337279707975,0.0763050764799118,0.0763050764799118,231302400
1981-03-16 00:00:00-05:00,0.07930641621351242,0.08016372480477583,0.07930641621351242,0.07930641621351242,37228800
1981-03-17 00:00:00-05:00,0.08316431939601898,0.084021628166483,0.08316431939601898,0.08316431939601898,43747200
1981-03-18 00:00:00-05:00,0.08830814063549042,0.0891654491012806,0.08830814063549042,0.08830814063549042,36937600
1981-03-19 00:00:00-05:00,0.08787954339626398,0.08787954339626398,0.08745089173316956,0.08745089173316956,37811200
1981-03-20 00:00:00-05:00,0.08830814063549042,0.0891654491012806,0.08830814063549042,0.08830814063549042,14604800
1981-03-23 00:00:00-05:00,0.09173814952373505,0.0925954580649761,0.09173814952373505,0.09173814952373505,22019200
1981-03-24 00:00:00-05:00,0.09173816163687441,0.09173816163687441,0.09130951017141342,0.09130951017141342,28156800
1981-03-25 00:00:00-05:00,0.09045223721811237,0.09045223721811237,0.08959415555000305,0.08959415555000305,7056000
1981-03-26 00:00:00-05:00,0.08830812851667405,0.08830812851667405,0.0878794714808464,0.0878794714808464,12275200
1981-03-27 00:00:00-05:00,0.08530758793076125,0.08530758793076125,0.08487893640995026,0.08487893640995026,12252800
1981-03-30 00:00:00-05:00,0.08487893640995026,0.0857362451750914,0.08487893640995026,0.08487893640995026,9900800
1981-03-31 00:00:00-05:00,0.08487891409095383,0.08487891409095383,0.08402160555124283,0.08402160555124283,15993600
1981-04-01 00:00:00-05:00,0.08359297664301059,0.08359297664301059,0.08316431939601898,0.08316431939601898,34070400
1981-04-02 00:00:00-05:00,0.09045221656560898,0.0908808681023852,0.09045221656560898,0.09045221656560898,31404800
1981-04-03 00:00:00-05:00,0.0908808559179306,0.09130951312075586,0.0908808559179306,0.0908808559179306,16486400
1981-04-06 00:00:00-05:00,0.08959410800018881,0.08959410800018881,0.08916545659303665,0.08916545659303665,22803200
1981-04-07 00:00:00-05:00,0.08873679200662693,0.08873679200662693,0.08830814063549042,0.08830814063549042,10684800
1981-04-08 00:00:00-05:00,0.09259548038244247,0.09345278913031305,0.09259548038244247,0.09259548038244247,21952000
1981-04-09 00:00:00-05:00,0.09431011974811554,0.09473877708321332,0.09431011974811554,0.09431011974811554,12499200
1981-04-10 00:00:00-05:00,0.0955960676074028,0.09602471913637402,0.0955960676074028,0.0955960676074028,33465600
1981-04-13 00:00:00-05:00,0.0955960676074028,0.09602471913637402,0.0955960676074028,0.0955960676074028,16060800
1981-04-14 00:00:00-05:00,0.0955960676074028,0.09602471913637402,0.0955960676074028,0.0955960676074028,6652800
1981-04-15 00:00:00-05:00,0.09130951312075586,0.09130951312075586,0.0908808559179306,0.0908808559179306,34048000
1981-04-16 00:00:00-05:00,0.08616490392426701,0.08616490392426701,0.08573625236749649,0.08573625236749649,23878400
1981-04-20 00:00:00-05:00,0.08830814063549042,0.08873679200662693,0.08830814063549042,0.08830814063549042,35347200
1981-04-21 00:00:00-05:00,0.09431011974811554,0.09473877708321332,0.09431011974811554,0.09431011974811554,28537600
1981-04-22 00:00:00-05:00,0.09773934632539749,0.09816800362010536,0.09773934632539749,0.09773934632539749,18995200
1981-04-23 00:00:00-05:00,0.10031124949455261,0.10073990671360215,0.10031124949455261,0.10031124949455261,58016000
1981-04-24 00:00:00-05:00,0.1003112664755168,0.1003112664755168,0.09945396333932877,0.09945396333932877,35056000
1981-04-27 00:00:00-04:00,0.09902530466742138,0.09902530466742138,0.09859664738178253,0.09859664738178253,38528000
1981-04-28 00:00:00-04:00,0.09731065772232218,0.09731065772232218,0.09688200056552887,0.09688200056552887,32188800
1981-04-29 00:00:00-04:00,0.09602471913637402,0.09602471913637402,0.0955960676074028,0.0955960676074028,13641600
