Date,Open,High,Low,Close
1980-12-12 00:00:00-05:00,0.09859661757946014,0.09902527473553087,0.09859661757946014,0.09859661757946014
1980-12-15 00:00:00-05:00,0.09388144612399792,0.09388144612399792,0.09345278888940811,0.09345278888940811
1980-12-16 00:00:00-05:00,0.0870222049421365,0.0870222049421365,0.08659355342388153,0.08659355342388153
1980-12-17 00:00:00-05:00,0.08873681724071503,0.08916547445726596,0.08873681724071503,0.08873681724071503
1980-12-18 00:00:00-05:00,0.09130953252315521,0.0917381840935462,0.09130953252315521,0.09130953252315521
1980-12-19 00:00:00-05:00,0.09688199311494827,0.09731065023877628,0.09688199311494827,0.09688199311494827
1980-12-22 00:00:00-05:00,0.10159718245267868,0.10202660645968069,0.10159718245267868,0.10159718245267868
1980-12-23 00:00:00-05:00,0.10588451474905014,0.10631317192274381,0.10588451474905014,0.10588451474905014
1980-12-24 00:00:00-05:00,0.1114569827914238,0.1118856398079164,0.1114569827914238,0.1114569827914238
1980-12-26 00:00:00-05:00,0.12174549698829651,0.12217415417214617,0.12174549698829651,0.12174549698829651
1980-12-29 00:00:00-05:00,0.123460091650486,0.12388874875577692,0.123460091650486,0.12346009165048599
1980-12-30 00:00:00-05:00,0.12088820238648877,0.12088820238648877,0.12045955657958986,0.12045955657958984
1980-12-31 00:00:00-05:00,0.11745901719908136,0.11745901719908136,0.11703035980463028,0.11703035980463028
1981-01-02 00:00:00-05:00,0.11831630021333694,0.11917361485494618,0.11831630021333694,0.11831630021333694
1981-01-05 00:00:00-05:00,0.11617298315871073,0.11617298315871073,0.11574433743953705,0.11574433743953705
1981-01-06 00:00:00-05:00,0.1110283687196543,0.1110283687196543,0.11059971153736116,0.11059971153736115
1981-01-07 00:00:00-05:00,0.10631317192274381,0.10631317192274381,0.10588451474905014,0.10588451474905014
1981-01-08 00:00:00-05:00,0.10416991161812392,0.10416991161812392,0.10374126583337784,0.10374126583337784
1981-01-09 00:00:00-05:00,0.10931377112865448,0.10974242838816341,0.10931377112865448,0.10931377112865448
1981-01-12 00:00:00-05:00,0.10931377316018098,0.10931377316018098,0.10845647007226944,0.10845647007226944
1981-01-13 00:00:00-05:00,0.10502722411351405,0.10502722411351405,0.10459856688976288,0.10459856688976288
1981-01-14 00:00:00-05:00,0.10502724349498749,0.10545590079784205,0.10502724349498749,0.10502724349498749
1981-01-15 00:00:00-05:00,0.1071704775094986,0.1080277803397694,0.1071704775094986,0.1071704775094986
1981-01-16 00:00:00-05:00,0.10674184860631679,0.10674184860631679,0.10631319135427475,0.10631319135427475
1981-01-19 00:00:00-05:00,0.11274298280477524,0.1131716399749131,0.11274298280477524,0.11274298280477524
1981-01-20 00:00:00-05:00,0.10974242838816341,0.10974242838816341,0.10931377112865448,0.10931377112865448
1981-01-21 00:00:00-05:00,0.1114569827914238,0.11231428537737675,0.1114569827914238,0.1114569827914238
1981-01-22 00:00:00-05:00,0.11274298280477524,0.11360029714505096,0.11274298280477524,0.11274298280477524
1981-01-23 00:00:00-05:00,0.11274296329551282,0.11317162039147502,0.11231430619955063,0.11231430619955063
1981-01-26 00:00:00-05:00,0.1110283687196543,0.1110283687196543,0.11059971153736116,0.11059971153736115
1981-01-27 00:00:00-05:00,0.1105996533427914,0.1105996533427914,0.10974235087633133,0.10974235087633133
1981-01-28 00:00:00-05:00,0.10674184860631679,0.10674184860631679,0.10631319135427475,0.10631319135427475
1981-01-29 00:00:00-05:00,0.10288395286034303,0.10288395286034303,0.10245529562234879,0.10245529562234879
1981-01-30 00:00:00-05:00,0.09773930736260429,0.09773930736260429,0.09688199311494827,0.09688199311494827
1981-02-02 00:00:00-05:00,0.0917381840935462,0.0917381840935462,0.09130953252315521,0.09130953252315521
1981-02-03 00:00:00-05:00,0.09473873674869537,0.0951673881777767,0.09473873674869537,0.09473873674869537
1981-02-04 00:00:00-05:00,0.09816796332597733,0.09859660899770316,0.09816796332597733,0.09816796332597733
1981-02-05 00:00:00-05:00,0.09816796332597733,0.09902526611646396,0.09816796332597733,0.09816796332597733
1981-02-06 00:00:00-05:00,0.09859661757946014,0.09902527473553087,0.09859661757946014,0.09859661757946014
1981-02-09 00:00:00-05:00,0.09431009763506869,0.09431009763506869,0.09345278888940811,0.09345278888940811
1981-02-10 00:00:00-05:00,0.09345278888940811,0.09388144612399792,0.09345278888940811,0.09345278888940811
1981-02-11 00:00:00-05:00,0.09088085313060765,0.09088085313060765,0.09045220166444778,0.09045220166444778
1981-02-12 00:00:00-05:00,0.0900235723736524,0.0900235723736524,0.08959414809942245,0.08959414809942245
1981-02-13 00:00:00-05:00,0.08830815564115335,0.08830815564115335,0.08745084702968597,0.08745084702968597
1981-02-17 00:00:00-05:00,0.08959414809942245,0.0900235723736524,0.08959414809942245,0.08959414809942245
1981-02-18 00:00:00-05:00,0.09345278888940811,0.09431009763506869,0.09345278888940811,0.09345278888940811
1981-02-19 00:00:00-05:00,0.08830813600359698,0.08830813600359698,0.087879478931427,0.087879478931427
1981-02-20 00:00:00-05:00,0.08359297664301059,0.08359297664301059,0.08316431939601898,0.08316431939601898
1981-02-23 00:00:00-05:00,0.08445028215646744,0.0848789394159787,0.08445028215646744,0.08445028215646744
1981-02-24 00:00:00-05:00,0.08230698104208832,0.08230698104208832,0.08144967257976532,0.08144967257976532
1981-02-25 00:00:00-05:00,0.08659355342388153,0.0870222049421365,0.08659355342388153,0.08659355342388153
